Entry,Name,Species,Instance,Nature,Item,Move 1,Move 2,Move 3,Move 4,Move 1 Class,Move 2 Class,Move 3 Class,Move 4 Class,Possible Ability,Lv 100 speed,Lv 50 Speed,Attack,Defense,Support,Attack_50,Defense_50,Support_50,CONTAINS_ATK,ATK_COUNT,CONTAINS_DEF,DEF_COUNT,CONTAINS_SPT,SPT_COUNT,ALL3,NumClasses,R_ATK,R_DEF,NOMOVE,R_ATK_50,R_DEF_50,NOMOVE_50,AI_ATK,AI_DEF,AI_SPT,AI_ATK_50,AI_DEF_50,AI_SPT_50
747,Swampert 4,Swampert,4,Quiet,Shell Bell,Surf,Earthquake,Ice Beam,Mirror Coat,Surf ATK,Earthquake ATK,Ice Beam ATK,Mirror Coat SPT,Torrent,140,72,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
748,Gyarados 4,Gyarados,4,Adamant,Chesto Berry,Return,Earthquake,Dragon Dance,Rest,Return ATK,Earthquake ATK,Dragon Dance DEF,Rest DEF,Intimidate,198,101,0.38,0.31,0.31,0.7,0.15,0.15,1,2,1,2,0,0,0,2,0.0775,0.0775,0.155,0.0375,0.0375,0.075,0.38,0.31,0,0.7,0.15,0
749,Snorlax 4,Snorlax,4,Adamant,Quick Claw,Double-Edge,Shadow Ball,Brick Break,Curse,Double-Edge ATK,Shadow Ball ATK,Brick Break ATK,Curse SPT,Immunity / Thick Fat,96,50,0.38,0.31,0.31,0.7,0.15,0.15,1,3,0,0,1,1,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
750,Kingdra 4,Kingdra,4,Hardy,Chesto Berry,Double-Edge,Ice Beam,Dragon Dance,Rest,Double-Edge ATK,Ice Beam ATK,Dragon Dance DEF,Rest DEF,Swift Swim,206,105,0.61,0.07,0.32,0.61,0.07,0.32,1,2,1,2,0,0,0,2,0.08,0.08,0.16,0.08,0.08,0.16,0.61,0.07,0,0.61,0.07,0
751,Blissey 4,Blissey,4,Bold,Focus Band,Ice Beam,Calm Mind,Counter,Softboiled,Ice Beam ATK,Calm Mind DEF,Counter SPT,Softboiled DEF,Natural Cure / Serene Grace,146,75,0.3,0.2,0.5,0.32,0.58,0.1,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.3,0.2,0.5,0.32,0.58,0.1
752,Milotic 4,Milotic,4,Modest,Leftovers,Surf,Ice Beam,Recover,Mirror Coat,Surf ATK,Ice Beam ATK,Recover DEF,Mirror Coat SPT,Marvel Scale,198,101,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.35,0.45,0.2,0.34,0.6,0.06
753,Arcanine 4,Arcanine,4,Docile,White Herb,Overheat,ExtremeSpeed,Crunch,Double-Edge,Overheat ATK,ExtremeSpeed ATK,Crunch ATK,Double-Edge ATK,Intimidate / Flash Fire,289,147,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
754,Salamence 4,Salamence,4,Adamant,BrightPowder,Double-Edge,Earthquake,Aerial Ace,Dragon Dance,Double-Edge ATK,Earthquake ATK,Aerial Ace ATK,Dragon Dance DEF,Intimidate,236,120,0.38,0.31,0.31,0.7,0.15,0.15,1,3,1,1,0,0,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0.31,0,0.7,0.15,0
755,Metagross 4,Metagross,4,Hardy,Quick Claw,Meteor Mash,Psychic,Earthquake,Shadow Ball,Meteor Mash ATK,Psychic ATK,Earthquake ATK,Shadow Ball ATK,Clear Body,176,90,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
756,Slaking 4,Slaking,4,Modest,Lum Berry,Thunderbolt,Flamethrower,Ice Beam,Yawn,Thunderbolt ATK,Flamethrower ATK,Ice Beam ATK,Yawn SPT,Truant,236,120,0.35,0.45,0.2,0.34,0.6,0.06,1,3,0,0,1,1,0,2,0.225,0,0.225,0.3,0,0.3,0.35,0,0.2,0.34,0,0.06
757,Articuno 1,Articuno,1,Modest,Lum Berry,Ice Beam,Water Pulse,Icy Wind,Roar,Ice Beam ATK,Water Pulse ATK,Icy Wind ATK,Roar SPT,Pressure,269,137,0.35,0.45,0.2,0.34,0.6,0.06,1,3,0,0,1,1,0,2,0.225,0,0.225,0.3,0,0.3,0.35,0,0.2,0.34,0,0.06
758,Zapdos 1,Zapdos,1,Docile,Lum Berry,Thunderbolt,Drill Peck,Thunder Wave,Roar,Thunderbolt ATK,Drill Peck ATK,Thunder Wave SPT,Roar SPT,Pressure,299,152,0.56,0.22,0.22,0.56,0.22,0.22,1,2,0,0,1,2,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
759,Moltres 1,Moltres,1,Docile,Lum Berry,Flamethrower,Aerial Ace,Mud-Slap,Roar,Flamethrower ATK,Aerial Ace ATK,Mud-Slap ATK,Roar SPT,Pressure,216,110,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
760,Raikou 1,Raikou,1,Modest,Chesto Berry,Thunderbolt,Thunder Wave,Calm Mind,Rest,Thunderbolt ATK,Thunder Wave SPT,Calm Mind DEF,Rest DEF,Pressure,329,167,0.35,0.45,0.2,0.34,0.6,0.06,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.35,0.45,0.2,0.34,0.6,0.06
761,Entei 1,Entei,1,Modest,Chesto Berry,Flamethrower,Double Team,Calm Mind,Rest,Flamethrower ATK,Double Team DEF,Calm Mind DEF,Rest DEF,Pressure,299,152,0.35,0.45,0.2,0.34,0.6,0.06,1,1,1,3,0,0,0,2,0,0.1,0.1,0,0.03,0.03,0.35,0.45,0,0.34,0.6,0
762,Suicune 1,Suicune,1,Modest,Chesto Berry,Surf,Double Team,Calm Mind,Rest,Surf ATK,Double Team DEF,Calm Mind DEF,Rest DEF,Pressure,269,137,0.35,0.45,0.2,0.34,0.6,0.06,1,1,1,3,0,0,0,2,0,0.1,0.1,0,0.03,0.03,0.35,0.45,0,0.34,0.6,0
763,Regirock 1,Regirock,1,Adamant,White Herb,Superpower,Earthquake,Rock Slide,Explosion,Superpower ATK,Earthquake ATK,Rock Slide ATK,Explosion ATK,Clear Body,136,70,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
764,Regice 1,Regice,1,Modest,Chesto Berry,Ice Beam,Thunderbolt,Amnesia,Rest,Ice Beam ATK,Thunderbolt ATK,Amnesia DEF,Rest DEF,Clear Body,136,70,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,2,0,0,0,2,0.05,0.05,0.1,0.015,0.015,0.03,0.35,0.45,0,0.34,0.6,0
765,Registeel 1,Registeel,1,Adamant,Chesto Berry,Metal Claw,Curse,Amnesia,Rest,Metal Claw ATK,Curse SPT,Amnesia DEF,Rest DEF,Clear Body,136,70,0.38,0.31,0.31,0.7,0.15,0.15,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.38,0.31,0.31,0.7,0.15,0.15
766,Latias 1,Latias,1,Modest,Lum Berry,Psychic,Thunderbolt,Ice Beam,Dragon Claw,Psychic ATK,Thunderbolt ATK,Ice Beam ATK,Dragon Claw ATK,Levitate,256,130,0.35,0.45,0.2,0.34,0.6,0.06,1,4,0,0,0,0,0,1,0.325,0,0.325,0.33,0,0.33,0.35,0,0,0.34,0,0
767,Latios 1,Latios,1,Modest,Lum Berry,Psychic,Thunderbolt,Ice Beam,Dragon Claw,Psychic ATK,Thunderbolt ATK,Ice Beam ATK,Dragon Claw ATK,Levitate,256,130,0.35,0.45,0.2,0.34,0.6,0.06,1,4,0,0,0,0,0,1,0.325,0,0.325,0.33,0,0.33,0.35,0,0,0.34,0,0
768,Articuno 2,Articuno,2,Impish,Leftovers,Substitute,Toxic,Blizzard,Double Team,Substitute DEF,Toxic SPT,Blizzard ATK,Double Team DEF,Pressure,206,105,0.69,0.06,0.25,0.28,0.55,0.17,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.69,0.06,0.25,0.28,0.55,0.17
769,Zapdos 2,Zapdos,2,Docile,BrightPowder,Thunder,Rain Dance,Drill Peck,Double Team,Thunder ATK,Rain Dance DEF,Drill Peck ATK,Double Team DEF,Pressure,299,152,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,2,0,0,0,2,0.055,0.055,0.11,0.055,0.055,0.11,0.56,0.22,0,0.56,0.22,0
770,Moltres 2,Moltres,2,Hardy,White Herb,Overheat,Aerial Ace,Double Team,Protect,Overheat ATK,Aerial Ace ATK,Double Team DEF,Protect DEF,Pressure,216,110,0.61,0.07,0.32,0.61,0.07,0.32,1,2,1,2,0,0,0,2,0.08,0.08,0.16,0.08,0.08,0.16,0.61,0.07,0,0.61,0.07,0
771,Raikou 2,Raikou,2,Modest,BrightPowder,Thunder,Rain Dance,Double Team,Reflect,Thunder ATK,Rain Dance DEF,Double Team DEF,Reflect DEF,Pressure,329,167,0.35,0.45,0.2,0.34,0.6,0.06,1,1,1,3,0,0,0,2,0,0.1,0.1,0,0.03,0.03,0.35,0.45,0,0.34,0.6,0
772,Entei 2,Entei,2,Modest,BrightPowder,Fire Blast,Sunny Day,SolarBeam,Reflect,Fire Blast ATK,Sunny Day DEF,SolarBeam ATK,Reflect DEF,Pressure,299,152,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,2,0,0,0,2,0.05,0.05,0.1,0.015,0.015,0.03,0.35,0.45,0,0.34,0.6,0
773,Suicune 2,Suicune,2,Calm,Leftovers,Toxic,Dive,Double Team,Protect,Toxic SPT,Dive ATK,Double Team DEF,Protect DEF,Pressure,206,105,0.4,0.5,0.1,0.25,0.62,0.13,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.4,0.5,0.1,0.25,0.62,0.13
774,Regirock 2,Regirock,2,Adamant,Quick Claw,Earthquake,Rock Slide,Counter,Explosion,Earthquake ATK,Rock Slide ATK,Counter SPT,Explosion ATK,Clear Body,136,70,0.38,0.31,0.31,0.7,0.15,0.15,1,3,0,0,1,1,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
775,Regice 2,Regice,2,Quiet,BrightPowder,Thunder,Rain Dance,Blizzard,Brick Break,Thunder ATK,Rain Dance DEF,Blizzard ATK,Brick Break ATK,Clear Body,122,63,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
776,Registeel 2,Registeel,2,Quiet,BrightPowder,Thunderbolt,Ice Punch,Earthquake,Aerial Ace,Thunderbolt ATK,Ice Punch ATK,Earthquake ATK,Aerial Ace ATK,Clear Body,122,63,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
777,Latias 2,Latias,2,Docile,Quick Claw,Psychic,Thunderbolt,Ice Beam,Earthquake,Psychic ATK,Thunderbolt ATK,Ice Beam ATK,Earthquake ATK,Levitate,256,130,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
778,Latios 2,Latios,2,Docile,Quick Claw,Psychic,Thunderbolt,Ice Beam,Earthquake,Psychic ATK,Thunderbolt ATK,Ice Beam ATK,Earthquake ATK,Levitate,256,130,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
779,Articuno 3,Articuno,3,Docile,BrightPowder,Ice Beam,Facade,Aerial Ace,Protect,Ice Beam ATK,Facade ATK,Aerial Ace ATK,Protect DEF,Pressure,206,105,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
780,Zapdos 3,Zapdos,3,Docile,Leftovers,Thunderbolt,Drill Peck,Thunder Wave,Substitute,Thunderbolt ATK,Drill Peck ATK,Thunder Wave SPT,Substitute DEF,Pressure,278,141,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
781,Moltres 3,Moltres,3,Modest,Chesto Berry,Fire Blast,Sunny Day,Double Team,Rest,Fire Blast ATK,Sunny Day DEF,Double Team DEF,Rest DEF,Pressure,279,142,0.35,0.45,0.2,0.34,0.6,0.06,1,1,1,3,0,0,0,2,0,0.1,0.1,0,0.03,0.03,0.35,0.45,0,0.34,0.6,0
782,Raikou 3,Raikou,3,Modest,King's Rock,Thunderbolt,Thunder Wave,Quick Attack,Roar,Thunderbolt ATK,Thunder Wave SPT,Quick Attack ATK,Roar SPT,Pressure,329,167,0.35,0.45,0.2,0.34,0.6,0.06,1,2,0,0,1,2,0,2,0.225,0,0.225,0.3,0,0.3,0.35,0,0.2,0.34,0,0.06
783,Entei 3,Entei,3,Docile,Lum Berry,Flamethrower,Double-Edge,Swagger,Psych Up,Flamethrower ATK,Double-Edge ATK,Swagger SPT,Psych Up SPT,Pressure,299,152,0.56,0.22,0.22,0.56,0.22,0.22,1,2,0,0,1,2,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
784,Suicune 3,Suicune,3,Modest,Lum Berry,Surf,Ice Beam,Rain Dance,Roar,Surf ATK,Ice Beam ATK,Rain Dance DEF,Roar SPT,Pressure,269,137,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.35,0.45,0.2,0.34,0.6,0.06
785,Regirock 3,Regirock,3,Adamant,Chesto Berry,Rock Slide,Earthquake,Curse,Rest,Rock Slide ATK,Earthquake ATK,Curse SPT,Rest DEF,Clear Body,136,70,0.38,0.31,0.31,0.7,0.15,0.15,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.38,0.31,0.31,0.7,0.15,0.15
786,Regice 3,Regice,3,Quiet,Lum Berry,Ice Beam,Thunderbolt,Thunder Wave,Explosion,Ice Beam ATK,Thunderbolt ATK,Thunder Wave SPT,Explosion ATK,Clear Body,122,63,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
787,Registeel 3,Registeel,3,Adamant,Quick Claw,AncientPower,Amnesia,Counter,Explosion,AncientPower ATK,Amnesia DEF,Counter SPT,Explosion ATK,Clear Body,136,70,0.38,0.31,0.31,0.7,0.15,0.15,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.38,0.31,0.31,0.7,0.15,0.15
788,Latias 3,Latias,3,Docile,Focus Band,Dragon Claw,Thunderbolt,Ice Beam,Earthquake,Dragon Claw ATK,Thunderbolt ATK,Ice Beam ATK,Earthquake ATK,Levitate,256,130,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
789,Latios 3,Latios,3,Docile,Focus Band,Dragon Claw,Thunderbolt,Ice Beam,Earthquake,Dragon Claw ATK,Thunderbolt ATK,Ice Beam ATK,Earthquake ATK,Levitate,256,130,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
790,Articuno 4,Articuno,4,Docile,Chesto Berry,Blizzard,Double-Edge,Rest,Reflect,Blizzard ATK,Double-Edge ATK,Rest DEF,Reflect DEF,Pressure,206,105,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,2,0,0,0,2,0.055,0.055,0.11,0.055,0.055,0.11,0.56,0.22,0,0.56,0.22,0
791,Zapdos 4,Zapdos,4,Docile,Shell Bell,Thunderbolt,Drill Peck,Thunder Wave,Light Screen,Thunderbolt ATK,Drill Peck ATK,Thunder Wave SPT,Light Screen DEF,Pressure,236,120,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
792,Moltres 4,Moltres,4,Quiet,White Herb,Overheat,Double-Edge,Steel Wing,Safeguard,Overheat ATK,Double-Edge ATK,Steel Wing ATK,Safeguard DEF,Pressure,194,99,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
793,Raikou 4,Raikou,4,Modest,Lum Berry,Thunderbolt,Bite,Thunder Wave,Reflect,Thunderbolt ATK,Bite ATK,Thunder Wave SPT,Reflect DEF,Pressure,329,167,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.35,0.45,0.2,0.34,0.6,0.06
794,Entei 4,Entei,4,Modest,King's Rock,Flamethrower,Bite,Double Team,Reflect,Flamethrower ATK,Bite ATK,Double Team DEF,Reflect DEF,Pressure,299,152,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,2,0,0,0,2,0.05,0.05,0.1,0.015,0.015,0.03,0.35,0.45,0,0.34,0.6,0
795,Suicune 4,Suicune,4,Modest,BrightPowder,Surf,Ice Beam,Bite,Reflect,Surf ATK,Ice Beam ATK,Bite ATK,Reflect DEF,Pressure,269,137,0.35,0.45,0.2,0.34,0.6,0.06,1,3,1,1,0,0,0,2,0.1,0,0.1,0.03,0,0.03,0.35,0.45,0,0.34,0.6,0
796,Regirock 4,Regirock,4,Careful,Leftovers,Rock Slide,Brick Break,Double Team,Thunder Wave,Rock Slide ATK,Brick Break ATK,Double Team DEF,Thunder Wave SPT,Clear Body,136,70,0.42,0.5,0.08,0.42,0.05,0.53,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.42,0.5,0.08,0.42,0.05,0.53
797,Regice 4,Regice,4,Bold,Leftovers,Ice Beam,Hail,Double Team,Thunder Wave,Ice Beam ATK,Hail DEF,Double Team DEF,Thunder Wave SPT,Clear Body,136,70,0.3,0.2,0.5,0.32,0.58,0.1,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.3,0.2,0.5,0.32,0.58,0.1
798,Registeel 4,Registeel,4,Impish,Leftovers,AncientPower,Earthquake,Double Team,Thunder Wave,AncientPower ATK,Earthquake ATK,Double Team DEF,Thunder Wave SPT,Clear Body,136,70,0.69,0.06,0.25,0.28,0.55,0.17,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.69,0.06,0.25,0.28,0.55,0.17
799,Latias 4,Latias,4,Docile,Leftovers,Mist Ball,Shadow Ball,Charm,Reflect,Mist Ball ATK,Shadow Ball ATK,Charm SPT,Reflect DEF,Levitate,256,130,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
800,Latios 4,Latios,4,Modest,Lum Berry,Luster Purge,Thunderbolt,Ice Beam,Dragon Claw,Luster Purge ATK,Thunderbolt ATK,Ice Beam ATK,Dragon Claw ATK,Levitate,256,130,0.35,0.45,0.2,0.34,0.6,0.06,1,4,0,0,0,0,0,1,0.325,0,0.325,0.33,0,0.33,0.35,0,0,0.34,0,0
801,Gengar 5,Gengar,5,Modest,BrightPowder,Psychic,Shadow Ball,Thunderbolt,Fire Punch,Psychic ATK,Shadow Ball ATK,Thunderbolt ATK,Fire Punch ATK,Levitate,319,162,0.35,0.45,0.2,0.34,0.6,0.06,1,4,0,0,0,0,0,1,0.325,0,0.325,0.33,0,0.33,0.35,0,0,0.34,0,0
802,Gengar 6,Gengar,6,Modest,BrightPowder,Psychic,Shadow Ball,Thunderbolt,Ice Punch,Psychic ATK,Shadow Ball ATK,Thunderbolt ATK,Ice Punch ATK,Levitate,319,162,0.35,0.45,0.2,0.34,0.6,0.06,1,4,0,0,0,0,0,1,0.325,0,0.325,0.33,0,0.33,0.35,0,0,0.34,0,0
803,Gengar 7,Gengar,7,Modest,Lum Berry,Psychic,Thunderbolt,Fire Punch,Destiny Bond,Psychic ATK,Thunderbolt ATK,Fire Punch ATK,Destiny Bond DEF,Levitate,319,162,0.35,0.45,0.2,0.34,0.6,0.06,1,3,1,1,0,0,0,2,0.1,0,0.1,0.03,0,0.03,0.35,0.45,0,0.34,0.6,0
804,Gengar 8,Gengar,8,Modest,Lum Berry,Psychic,Thunderbolt,Ice Punch,Destiny Bond,Psychic ATK,Thunderbolt ATK,Ice Punch ATK,Destiny Bond DEF,Levitate,319,162,0.35,0.45,0.2,0.34,0.6,0.06,1,3,1,1,0,0,0,2,0.1,0,0.1,0.03,0,0.03,0.35,0.45,0,0.34,0.6,0
805,Ursaring 5,Ursaring,5,Adamant,Choice Band,Mega Kick,Aerial Ace,Rock Slide,Brick Break,Mega Kick ATK,Aerial Ace ATK,Rock Slide ATK,Brick Break ATK,Guts,146,75,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
806,Ursaring 6,Ursaring,6,Adamant,Focus Band,Hyper Beam,Yawn,Swords Dance,Double Team,Hyper Beam ATK,Yawn SPT,Swords Dance DEF,Double Team DEF,Guts,146,75,0.38,0.31,0.31,0.7,0.15,0.15,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.38,0.31,0.31,0.7,0.15,0.15
807,Ursaring 7,Ursaring,7,Docile,Quick Claw,Facade,Earthquake,Crunch,Bulk Up,Facade ATK,Earthquake ATK,Crunch ATK,Bulk Up DEF,Guts,146,75,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
808,Ursaring 8,Ursaring,8,Docile,Quick Claw,Facade,Earthquake,Crunch,Brick Break,Facade ATK,Earthquake ATK,Crunch ATK,Brick Break ATK,Guts,146,75,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
809,Machamp 5,Machamp,5,Adamant,Scope Lens,Cross Chop,Double-Edge,Earthquake,Rock Slide,Cross Chop ATK,Double-Edge ATK,Earthquake ATK,Rock Slide ATK,Guts,146,75,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
810,Machamp 6,Machamp,6,Adamant,Focus Band,Cross Chop,Earthquake,Counter,Rock Tomb,Cross Chop ATK,Earthquake ATK,Counter SPT,Rock Tomb ATK,Guts,146,75,0.38,0.31,0.31,0.7,0.15,0.15,1,3,0,0,1,1,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
811,Machamp 7,Machamp,7,Adamant,BrightPowder,Focus Punch,Substitute,Attract,Double Team,Focus Punch ATK,Substitute DEF,Attract SPT,Double Team DEF,Guts,146,75,0.38,0.31,0.31,0.7,0.15,0.15,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.38,0.31,0.31,0.7,0.15,0.15
812,Machamp 8,Machamp,8,Adamant,Focus Band,Revenge,Rock Slide,Facade,Counter,Revenge ATK,Rock Slide ATK,Facade ATK,Counter SPT,Guts,146,75,0.38,0.31,0.31,0.7,0.15,0.15,1,3,0,0,1,1,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
813,Gardevoir 5,Gardevoir,5,Docile,Salac Berry,Psychic,Shadow Ball,Endure,Destiny Bond,Psychic ATK,Shadow Ball ATK,Endure DEF,Destiny Bond DEF,Synchronize / Trace,238,121,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,2,0,0,0,2,0.055,0.055,0.11,0.055,0.055,0.11,0.56,0.22,0,0.56,0.22,0
814,Gardevoir 6,Gardevoir,6,Timid,Lum Berry,Psychic,Thunderbolt,Will-O-Wisp,Destiny Bond,Psychic ATK,Thunderbolt ATK,Will-O-Wisp SPT,Destiny Bond DEF,Synchronize / Trace,284,145,0.62,0.1,0.28,0.3,0.2,0.5,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.62,0.1,0.28,0.3,0.2,0.5
815,Gardevoir 7,Gardevoir,7,Bold,Quick Claw,Psychic,Calm Mind,Will-O-Wisp,Destiny Bond,Psychic ATK,Calm Mind DEF,Will-O-Wisp SPT,Destiny Bond DEF,Synchronize / Trace,196,100,0.3,0.2,0.5,0.32,0.58,0.1,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.3,0.2,0.5,0.32,0.58,0.1
816,Gardevoir 8,Gardevoir,8,Modest,BrightPowder,Psychic,Magical Leaf,Attract,Double Team,Psychic ATK,Magical Leaf ATK,Attract SPT,Double Team DEF,Synchronize / Trace,259,132,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.35,0.45,0.2,0.34,0.6,0.06
817,Starmie 5,Starmie,5,Modest,Lum Berry,Surf,Psychic,Recover,Light Screen,Surf ATK,Psychic ATK,Recover DEF,Light Screen DEF,Illuminate / Natural Cure,329,167,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,2,0,0,0,2,0.05,0.05,0.1,0.015,0.015,0.03,0.35,0.45,0,0.34,0.6,0
818,Starmie 6,Starmie,6,Calm,Leftovers,Surf,Confuse Ray,Thunder Wave,Recover,Surf ATK,Confuse Ray SPT,Thunder Wave SPT,Recover DEF,Illuminate / Natural Cure,266,135,0.4,0.5,0.1,0.25,0.62,0.13,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.4,0.5,0.1,0.25,0.62,0.13
819,Starmie 7,Starmie,7,Modest,BrightPowder,Psychic,Ice Beam,Cosmic Power,Recover,Psychic ATK,Ice Beam ATK,Cosmic Power DEF,Recover DEF,Illuminate / Natural Cure,329,167,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,2,0,0,0,2,0.05,0.05,0.1,0.015,0.015,0.03,0.35,0.45,0,0.34,0.6,0
820,Starmie 8,Starmie,8,Modest,BrightPowder,Surf,Thunderbolt,Cosmic Power,Recover,Surf ATK,Thunderbolt ATK,Cosmic Power DEF,Recover DEF,Illuminate / Natural Cure,329,167,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,2,0,0,0,2,0.05,0.05,0.1,0.015,0.015,0.03,0.35,0.45,0,0.34,0.6,0
821,Lapras 5,Lapras,5,Docile,Shell Bell,Psychic,Thunderbolt,Iron Tail,Double-Edge,Psychic ATK,Thunderbolt ATK,Iron Tail ATK,Double-Edge ATK,Water Absorb / Shell Armor,156,80,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
822,Lapras 6,Lapras,6,Modest,BrightPowder,Hydro Pump,Thunder,Rain Dance,Blizzard,Hydro Pump ATK,Thunder ATK,Rain Dance DEF,Blizzard ATK,Water Absorb / Shell Armor,156,80,0.35,0.45,0.2,0.34,0.6,0.06,1,3,1,1,0,0,0,2,0.1,0,0.1,0.03,0,0.03,0.35,0.45,0,0.34,0.6,0
823,Lapras 7,Lapras,7,Calm,Leppa Berry,Sheer Cold,Horn Drill,Rest,Sleep Talk,Sheer Cold ATK,Horn Drill ATK,Rest DEF,Sleep Talk SPT,Water Absorb / Shell Armor,156,80,0.4,0.5,0.1,0.25,0.62,0.13,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.4,0.5,0.1,0.25,0.62,0.13
